Start	Ende	Type	Property	Counter:long
508	423	A	Property	2412
423	819	C	Property	2413
508	423	B	Property	2414
826	423	A	Property	2415
423	865	C	Property	2416
423	562	B	Property	2417
423	874	A	Property	2418
424	701	C	Property	2419
672	424	B	Property	2420
424	451	A	Property	2421
425	813	C	Property	2422
425	682	B	Property	2423
425	689	A	Property	2424
504	426	A	Property	2425
760	426	C	Property	2426
578	426	B	Property	2427
426	882	A	Property	2428
750	427	B	Property	2429
427	491	A	Property	2430
427	915	C	Property	2431
427	838	B	Property	2432
427	572	A	Property	2433
748	428	B	Property	2434
428	492	A	Property	2435
545	428	C	Property	2436
744	428	B	Property	2437
428	783	A	Property	2438
628	429	A	Property	2439
430	805	A	Property	2440
494	430	C	Property	2441
430	672	B	Property	2442
824	430	A	Property	2443
431	742	B	Property	2444
431	767	A	Property	2445
465	431	C	Property	2446
846	431	B	Property	2447
820	431	A	Property	2448
432	635	A	Property	2449
523	432	C	Property	2450
432	908	B	Property	2451
599	432	A	Property	2452
434	432	C	Property	2453
432	503	B	Property	2454
432	450	A	Property	2455
433	476	A	Property	2456
433	604	C	Property	2457
433	801	B	Property	2458
433	570	A	Property	2459
434	848	B	Property	2460
806	434	A	Property	2461
434	677	C	Property	2462
701	434	B	Property	2463
623	434	A	Property	2464
468	435	A	Property	2465
865	436	A	Property	2466
437	530	C	Property	2467
921	437	B	Property	2468
483	437	A	Property	2469
575	437	C	Property	2470
437	505	B	Property	2471
437	479	A	Property	2472
437	572	C	Property	2473
437	541	B	Property	2474
605	437	A	Property	2475
438	957	B	Property	2476
725	438	A	Property	2477
617	438	C	Property	2478
829	438	B	Property	2479
628	438	A	Property	2480
859	439	C	Property	2481
634	439	B	Property	2482
439	906	A	Property	2483
575	439	C	Property	2484
528	439	B	Property	2485
837	439	A	Property	2486
439	833	C	Property	2487
502	439	B	Property	2488
439	903	A	Property	2489
530	440	C	Property	2490
889	440	B	Property	2491
440	613	A	Property	2492
440	952	C	Property	2493
440	902	B	Property	2494
440	784	A	Property	2495
576	441	A	Property	2496
441	847	C	Property	2497
441	928	B	Property	2498
441	576	A	Property	2499
564	441	C	Property	2500
750	441	B	Property	2501
441	984	A	Property	2502
634	442	B	Property	2503
861	442	A	Property	2504
442	700	C	Property	2505
442	852	B	Property	2506
442	590	A	Property	2507
556	443	A	Property	2508
841	444	B	Property	2509
444	568	A	Property	2510
445	844	C	Property	2511
629	445	B	Property	2512
743	445	A	Property	2513
446	552	B	Property	2514
713	446	A	Property	2515
732	446	C	Property	2516
473	446	B	Property	2517
815	446	A	Property	2518
524	447	C	Property	2519
447	476	B	Property	2520
508	447	A	Property	2521
814	447	C	Property	2522
611	447	B	Property	2523
447	715	A	Property	2524
447	735	C	Property	2525
447	500	B	Property	2526
726	447	A	Property	2527
448	536	A	Property	2528
833	448	C	Property	2529
448	815	B	Property	2530
448	762	A	Property	2531
508	448	C	Property	2532
699	448	B	Property	2533
712	448	A	Property	2534
838	448	C	Property	2535
494	448	B	Property	2536
448	503	A	Property	2537
449	726	C	Property	2538
763	449	B	Property	2539
543	449	A	Property	2540
450	592	C	Property	2541
450	464	B	Property	2542
941	450	A	Property	2543
451	601	C	Property	2544
532	451	B	Property	2545
451	537	A	Property	2546
451	566	C	Property	2547
451	634	B	Property	2548
586	451	A	Property	2549
451	498	C	Property	2550
451	951	B	Property	2551
451	649	A	Property	2552
948	452	B	Property	2553
929	452	A	Property	2554
855	453	B	Property	2555
453	921	A	Property	2556
454	833	C	Property	2557
934	454	B	Property	2558
798	454	A	Property	2559
647	455	B	Property	2560
597	455	A	Property	2561
456	520	A	Property	2562
456	541	C	Property	2563
456	571	B	Property	2564
456	668	A	Property	2565
917	456	C	Property	2566
667	456	B	Property	2567
945	456	A	Property	2568
456	654	C	Property	2569
456	646	B	Property	2570
580	456	A	Property	2571
457	634	A	Property	2572
479	457	C	Property	2573
457	875	B	Property	2574
457	491	A	Property	2575
577	457	C	Property	2576
457	584	B	Property	2577
760	457	A	Property	2578
504	458	C	Property	2579
588	458	B	Property	2580
786	458	A	Property	2581
458	786	C	Property	2582
458	984	B	Property	2583
706	458	A	Property	2584
459	749	C	Property	2585
758	459	B	Property	2586
459	911	A	Property	2587
956	459	C	Property	2588
950	459	B	Property	2589
459	862	A	Property	2590
459	757	C	Property	2591
803	459	B	Property	2592
957	459	A	Property	2593
866	460	A	Property	2594
973	460	C	Property	2595
460	790	B	Property	2596
460	591	A	Property	2597
785	460	C	Property	2598
817	460	B	Property	2599
997	460	A	Property	2600
988	461	B	Property	2601
461	932	A	Property	2602
604	462	B	Property	2603
856	462	A	Property	2604
639	462	C	Property	2605
462	794	B	Property	2606
660	462	A	Property	2607
927	462	C	Property	2608
596	462	B	Property	2609
462	782	A	Property	2610
463	903	B	Property	2611
463	632	A	Property	2612
792	463	C	Property	2613
596	463	B	Property	2614
717	463	A	Property	2615
463	603	C	Property	2616
481	463	B	Property	2617
892	463	A	Property	2618
464	715	C	Property	2619
464	511	B	Property	2620
464	557	A	Property	2621
973	465	C	Property	2622
809	465	B	Property	2623
465	953	A	Property	2624
966	465	C	Property	2625
465	939	B	Property	2626
553	465	A	Property	2627
465	917	C	Property	2628
825	465	B	Property	2629
530	465	A	Property	2630
466	709	B	Property	2631
798	466	A	Property	2632
629	467	A	Property	2633
674	468	C	Property	2634
468	913	B	Property	2635
712	468	A	Property	2636
547	468	C	Property	2637
468	908	B	Property	2638
477	468	A	Property	2639
678	469	B	Property	2640
469	917	A	Property	2641
469	886	C	Property	2642
492	469	B	Property	2643
622	469	A	Property	2644
470	760	C	Property	2645
470	787	B	Property	2646
982	470	A	Property	2647
482	471	C	Property	2648
471	536	B	Property	2649
786	471	A	Property	2650
542	471	C	Property	2651
652	471	B	Property	2652
816	471	A	Property	2653
860	472	A	Property	2654
581	473	B	Property	2655
473	547	A	Property	2656
789	474	C	Property	2657
951	474	B	Property	2658
853	474	A	Property	2659
475	640	C	Property	2660
475	571	B	Property	2661
475	865	A	Property	2662
520	475	C	Property	2663
543	475	B	Property	2664
731	475	A	Property	2665
999	475	C	Property	2666
591	475	B	Property	2667
475	518	A	Property	2668
515	476	B	Property	2669
542	476	A	Property	2670
476	769	C	Property	2671
476	589	B	Property	2672
476	720	A	Property	2673
476	739	C	Property	2674
476	742	B	Property	2675
476	942	A	Property	2676
514	477	C	Property	2677
477	545	B	Property	2678
869	477	A	Property	2679
477	953	C	Property	2680
567	477	B	Property	2681
477	793	A	Property	2682
477	957	C	Property	2683
762	477	B	Property	2684
477	842	A	Property	2685
720	478	A	Property	2686
478	546	C	Property	2687
764	478	B	Property	2688
649	478	A	Property	2689
750	479	A	Property	2690
741	479	C	Property	2691
866	479	B	Property	2692
930	479	A	Property	2693
480	825	A	Property	2694
480	697	C	Property	2695
731	480	B	Property	2696
480	792	A	Property	2697
881	480	C	Property	2698
577	480	B	Property	2699
905	480	A	Property	2700
480	957	C	Property	2701
674	480	B	Property	2702
480	921	A	Property	2703
984	481	B	Property	2704
481	832	A	Property	2705
481	856	C	Property	2706
481	622	B	Property	2707
720	481	A	Property	2708
482	980	A	Property	2709
482	582	C	Property	2710
482	819	B	Property	2711
482	930	A	Property	2712
939	482	C	Property	2713
586	482	B	Property	2714
482	664	A	Property	2715
629	483	B	Property	2716
483	645	A	Property	2717
615	484	C	Property	2718
920	484	B	Property	2719
993	484	A	Property	2720
918	484	C	Property	2721
484	780	B	Property	2722
778	484	A	Property	2723
485	532	C	Property	2724
485	583	B	Property	2725
485	999	A	Property	2726
485	535	C	Property	2727
485	539	B	Property	2728
702	485	A	Property	2729
485	582	C	Property	2730
485	764	B	Property	2731
984	485	A	Property	2732
486	647	B	Property	2733
486	913	A	Property	2734
486	949	C	Property	2735
815	486	B	Property	2736
486	607	A	Property	2737
487	650	A	Property	2738
488	679	B	Property	2739
488	674	A	Property	2740
488	700	C	Property	2741
748	488	B	Property	2742
488	607	A	Property	2743
846	489	A	Property	2744
489	946	C	Property	2745
498	489	B	Property	2746
489	846	A	Property	2747
490	883	A	Property	2748
814	490	C	Property	2749
889	490	B	Property	2750
490	766	A	Property	2751
859	490	C	Property	2752
490	745	B	Property	2753
901	490	A	Property	2754
952	491	A	Property	2755
594	491	C	Property	2756
540	491	B	Property	2757
853	491	A	Property	2758
491	958	C	Property	2759
491	619	B	Property	2760
491	604	A	Property	2761
492	634	B	Property	2762
506	492	A	Property	2763
737	493	A	Property	2764
767	493	C	Property	2765
493	615	B	Property	2766
695	493	A	Property	2767
523	493	C	Property	2768
493	791	B	Property	2769
913	493	A	Property	2770
916	494	C	Property	2771
863	494	B	Property	2772
494	966	A	Property	2773
625	494	C	Property	2774
494	632	B	Property	2775
494	644	A	Property	2776
495	765	A	Property	2777
896	495	C	Property	2778
495	590	B	Property	2779
495	890	A	Property	2780
496	747	A	Property	2781
497	647	C	Property	2782
544	497	B	Property	2783
497	582	A	Property	2784
523	497	C	Property	2785
587	497	B	Property	2786
998	497	A	Property	2787
668	497	C	Property	2788
982	497	B	Property	2789
530	497	A	Property	2790
577	498	C	Property	2791
933	498	B	Property	2792
498	745	A	Property	2793
918	499	C	Property	2794
499	834	B	Property	2795
499	537	A	Property	2796
499	616	C	Property	2797
499	665	B	Property	2798
599	499	A	Property	2799
518	499	C	Property	2800
593	499	B	Property	2801
499	550	A	Property	2802
500	640	B	Property	2803
703	500	A	Property	2804
924	501	C	Property	2805
501	513	B	Property	2806
949	501	A	Property	2807
502	585	C	Property	2808
521	502	B	Property	2809
807	502	A	Property	2810
603	502	C	Property	2811
502	943	B	Property	2812
502	929	A	Property	2813
503	913	A	Property	2814
503	664	C	Property	2815
503	699	B	Property	2816
553	503	A	Property	2817
678	503	C	Property	2818
503	572	B	Property	2819
563	503	A	Property	2820
503	955	C	Property	2821
841	503	B	Property	2822
503	862	A	Property	2823
943	504	B	Property	2824
592	504	A	Property	2825
698	504	C	Property	2826
504	629	B	Property	2827
504	842	A	Property	2828
742	504	C	Property	2829
837	504	B	Property	2830
504	631	A	Property	2831
940	505	A	Property	2832
506	998	A	Property	2833
987	507	B	Property	2834
674	507	A	Property	2835
717	507	C	Property	2836
507	983	B	Property	2837
715	507	A	Property	2838
508	985	C	Property	2839
508	832	B	Property	2840
746	508	A	Property	2841
509	767	C	Property	2842
509	910	B	Property	2843
509	913	A	Property	2844
509	529	C	Property	2845
746	509	B	Property	2846
988	509	A	Property	2847
523	509	C	Property	2848
881	509	B	Property	2849
509	880	A	Property	2850
510	850	B	Property	2851
633	510	A	Property	2852
882	510	C	Property	2853
510	914	B	Property	2854
781	510	A	Property	2855
799	510	C	Property	2856
510	646	B	Property	2857
510	581	A	Property	2858
511	865	B	Property	2859
511	852	A	Property	2860
770	512	C	Property	2861
726	512	B	Property	2862
971	512	A	Property	2863
752	512	C	Property	2864
512	939	B	Property	2865
512	877	A	Property	2866
513	934	B	Property	2867
676	513	A	Property	2868
514	827	B	Property	2869
514	625	A	Property	2870
515	990	A	Property	2871
515	961	C	Property	2872
515	928	B	Property	2873
515	791	A	Property	2874
516	549	C	Property	2875
516	864	B	Property	2876
568	516	A	Property	2877
932	516	C	Property	2878
516	702	B	Property	2879
828	516	A	Property	2880
940	516	C	Property	2881
516	616	B	Property	2882
516	696	A	Property	2883
517	785	A	Property	2884
702	518	C	Property	2885
518	896	B	Property	2886
518	876	A	Property	2887
623	518	C	Property	2888
620	518	B	Property	2889
518	734	A	Property	2890
519	950	C	Property	2891
519	631	B	Property	2892
519	836	A	Property	2893
891	519	C	Property	2894
611	519	B	Property	2895
519	745	A	Property	2896
520	868	A	Property	2897
730	520	C	Property	2898
897	520	B	Property	2899
605	520	A	Property	2900
945	520	C	Property	2901
520	554	B	Property	2902
520	701	A	Property	2903
684	520	C	Property	2904
520	738	B	Property	2905
520	921	A	Property	2906
940	521	A	Property	2907
522	931	B	Property	2908
903	522	A	Property	2909
863	522	C	Property	2910
522	866	B	Property	2911
780	522	A	Property	2912
652	522	C	Property	2913
703	522	B	Property	2914
887	522	A	Property	2915
523	571	A	Property	2916
878	524	A	Property	2917
524	861	C	Property	2918
634	524	B	Property	2919
789	524	A	Property	2920
525	539	C	Property	2921
525	842	B	Property	2922
656	525	A	Property	2923
526	738	C	Property	2924
611	526	B	Property	2925
942	526	A	Property	2926
527	793	C	Property	2927
869	527	B	Property	2928
744	527	A	Property	2929
528	728	A	Property	2930
528	916	C	Property	2931
657	528	B	Property	2932
528	699	A	Property	2933
763	528	C	Property	2934
684	528	B	Property	2935
602	528	A	Property	2936
529	730	B	Property	2937
549	529	A	Property	2938
530	612	B	Property	2939
995	530	A	Property	2940
882	531	B	Property	2941
531	808	A	Property	2942
532	830	C	Property	2943
532	894	B	Property	2944
532	708	A	Property	2945
532	903	C	Property	2946
946	532	B	Property	2947
632	532	A	Property	2948
642	533	C	Property	2949
690	533	B	Property	2950
533	620	A	Property	2951
752	534	C	Property	2952
534	628	B	Property	2953
534	843	A	Property	2954
814	534	C	Property	2955
790	534	B	Property	2956
994	534	A	Property	2957
535	691	A	Property	2958
799	535	C	Property	2959
535	633	B	Property	2960
535	563	A	Property	2961
866	535	C	Property	2962
679	535	B	Property	2963
578	535	A	Property	2964
564	536	C	Property	2965
552	536	B	Property	2966
536	577	A	Property	2967
912	537	C	Property	2968
952	537	B	Property	2969
671	537	A	Property	2970
538	800	C	Property	2971
538	911	B	Property	2972
673	538	A	Property	2973
538	829	C	Property	2974
538	792	B	Property	2975
538	783	A	Property	2976
539	882	A	Property	2977
539	578	C	Property	2978
995	539	B	Property	2979
843	539	A	Property	2980
605	539	C	Property	2981
780	539	B	Property	2982
539	906	A	Property	2983
540	702	B	Property	2984
540	699	A	Property	2985
540	627	C	Property	2986
986	540	B	Property	2987
917	540	A	Property	2988
541	743	A	Property	2989
774	542	C	Property	2990
668	542	B	Property	2991
588	542	A	Property	2992
542	690	C	Property	2993
636	542	B	Property	2994
971	542	A	Property	2995
861	543	B	Property	2996
543	914	A	Property	2997
673	543	C	Property	2998
638	543	B	Property	2999
543	653	A	Property	3000
739	543	C	Property	3001
754	543	B	Property	3002
716	543	A	Property	3003
900	544	B	Property	3004
620	544	A	Property	3005
545	988	C	Property	3006
545	943	B	Property	3007
888	545	A	Property	3008
662	546	B	Property	3009
546	672	A	Property	3010
546	821	C	Property	3011
546	754	B	Property	3012
546	725	A	Property	3013
547	722	C	Property	3014
547	864	B	Property	3015
924	547	A	Property	3016
627	547	C	Property	3017
631	547	B	Property	3018
578	547	A	Property	3019
548	772	B	Property	3020
889	548	A	Property	3021
782	548	C	Property	3022
875	548	B	Property	3023
548	571	A	Property	3024
549	775	A	Property	3025
884	549	C	Property	3026
549	618	B	Property	3027
549	823	A	Property	3028
549	980	C	Property	3029
549	906	B	Property	3030
826	549	A	Property	3031
990	550	A	Property	3032
550	646	C	Property	3033
558	550	B	Property	3034
550	564	A	Property	3035
673	550	C	Property	3036
741	550	B	Property	3037
931	550	A	Property	3038
662	550	C	Property	3039
550	932	B	Property	3040
550	550	A	Property	3041
551	993	C	Property	3042
551	557	B	Property	3043
590	551	A	Property	3044
551	599	C	Property	3045
551	850	B	Property	3046
757	551	A	Property	3047
943	552	B	Property	3048
552	757	A	Property	3049
658	552	C	Property	3050
992	552	B	Property	3051
552	583	A	Property	3052
552	789	C	Property	3053
552	853	B	Property	3054
552	680	A	Property	3055
553	761	A	Property	3056
553	803	C	Property	3057
553	575	B	Property	3058
731	553	A	Property	3059
553	844	C	Property	3060
553	787	B	Property	3061
553	880	A	Property	3062
553	565	C	Property	3063
833	553	B	Property	3064
833	553	A	Property	3065
915	554	A	Property	3066
780	554	C	Property	3067
763	554	B	Property	3068
554	936	A	Property	3069
554	654	C	Property	3070
866	554	B	Property	3071
554	966	A	Property	3072
676	554	C	Property	3073
953	554	B	Property	3074
621	554	A	Property	3075
934	555	A	Property	3076
555	721	C	Property	3077
777	555	B	Property	3078
555	602	A	Property	3079
555	842	C	Property	3080
595	555	B	Property	3081
716	555	A	Property	3082
556	751	A	Property	3083
556	799	C	Property	3084
648	556	B	Property	3085
613	556	A	Property	3086
557	734	A	Property	3087
558	867	B	Property	3088
558	951	A	Property	3089
885	559	B	Property	3090
559	798	A	Property	3091
583	559	C	Property	3092
559	842	B	Property	3093
559	884	A	Property	3094
794	559	C	Property	3095
855	559	B	Property	3096
717	559	A	Property	3097
560	762	C	Property	3098
822	560	B	Property	3099
560	633	A	Property	3100
560	705	C	Property	3101
638	560	B	Property	3102
560	727	A	Property	3103
560	699	C	Property	3104
560	827	B	Property	3105
689	560	A	Property	3106
880	561	B	Property	3107
616	561	A	Property	3108
561	682	C	Property	3109
988	561	B	Property	3110
599	561	A	Property	3111
562	814	A	Property	3112
562	991	C	Property	3113
562	568	B	Property	3114
562	798	A	Property	3115
562	752	C	Property	3116
562	586	B	Property	3117
985	562	A	Property	3118
563	970	C	Property	3119
697	563	B	Property	3120
581	563	A	Property	3121
564	564	B	Property	3122
564	769	A	Property	3123
564	569	C	Property	3124
564	733	B	Property	3125
865	564	A	Property	3126
565	875	A	Property	3127
566	565	C	Property	3128
565	641	B	Property	3129
565	877	A	Property	3130
852	565	C	Property	3131
822	565	B	Property	3132
972	565	A	Property	3133
566	865	C	Property	3134
566	608	B	Property	3135
925	566	A	Property	3136
597	566	C	Property	3137
917	566	B	Property	3138
566	615	A	Property	3139
931	567	B	Property	3140
880	567	A	Property	3141
568	979	B	Property	3142
821	568	A	Property	3143
568	733	C	Property	3144
568	859	B	Property	3145
986	568	A	Property	3146
913	569	B	Property	3147
569	910	A	Property	3148
570	614	A	Property	3149
571	782	C	Property	3150
834	571	B	Property	3151
571	951	A	Property	3152
610	571	C	Property	3153
820	571	B	Property	3154
599	571	A	Property	3155
690	572	B	Property	3156
572	685	A	Property	3157
572	971	C	Property	3158
772	572	B	Property	3159
899	572	A	Property	3160
572	822	C	Property	3161
572	638	B	Property	3162
858	572	A	Property	3163
729	573	B	Property	3164
573	626	A	Property	3165
751	574	B	Property	3166
596	574	A	Property	3167
575	889	C	Property	3168
575	784	B	Property	3169
575	831	A	Property	3170
972	575	C	Property	3171
575	666	B	Property	3172
575	787	A	Property	3173
575	925	C	Property	3174
793	575	B	Property	3175
575	607	A	Property	3176
576	696	A	Property	3177
686	576	C	Property	3178
704	576	B	Property	3179
827	576	A	Property	3180
705	576	C	Property	3181
576	678	B	Property	3182
576	971	A	Property	3183
667	576	C	Property	3184
880	576	B	Property	3185
576	853	A	Property	3186
577	967	C	Property	3187
577	708	B	Property	3188
743	577	A	Property	3189
880	577	C	Property	3190
698	577	B	Property	3191
778	577	A	Property	3192
853	577	C	Property	3193
723	577	B	Property	3194
577	768	A	Property	3195
702	578	A	Property	3196
578	843	C	Property	3197
578	879	B	Property	3198
604	578	A	Property	3199
578	598	C	Property	3200
940	578	B	Property	3201
850	578	A	Property	3202
578	871	C	Property	3203
704	578	B	Property	3204
628	578	A	Property	3205
579	658	A	Property	3206
579	888	C	Property	3207
928	579	B	Property	3208
778	579	A	Property	3209
579	675	C	Property	3210
579	883	B	Property	3211
579	802	A	Property	3212
579	962	C	Property	3213
899	579	B	Property	3214
579	995	A	Property	3215
603	580	B	Property	3216
580	705	A	Property	3217
580	829	C	Property	3218
583	580	B	Property	3219
817	580	A	Property	3220
841	580	C	Property	3221
669	580	B	Property	3222
822	580	A	Property	3223
581	914	A	Property	3224
582	725	A	Property	3225
946	582	C	Property	3226
582	654	B	Property	3227
950	582	A	Property	3228
670	583	A	Property	3229
584	691	A	Property	3230
985	584	C	Property	3231
584	790	B	Property	3232
584	646	A	Property	3233
584	962	C	Property	3234
584	906	B	Property	3235
868	584	A	Property	3236
585	946	B	Property	3237
585	586	A	Property	3238
585	717	C	Property	3239
585	783	B	Property	3240
585	634	A	Property	3241
585	593	C	Property	3242
585	891	B	Property	3243
897	585	A	Property	3244
592	586	C	Property	3245
718	586	B	Property	3246
586	911	A	Property	3247
587	586	C	Property	3248
586	803	B	Property	3249
586	726	A	Property	3250
881	586	C	Property	3251
586	760	B	Property	3252
586	858	A	Property	3253
917	587	A	Property	3254
587	699	C	Property	3255
587	628	B	Property	3256
587	880	A	Property	3257
837	588	A	Property	3258
588	589	C	Property	3259
588	805	B	Property	3260
588	623	A	Property	3261
588	741	C	Property	3262
588	912	B	Property	3263
588	981	A	Property	3264
588	927	C	Property	3265
592	588	B	Property	3266
827	588	A	Property	3267
589	977	A	Property	3268
725	589	C	Property	3269
614	589	B	Property	3270
985	589	A	Property	3271
590	613	B	Property	3272
784	590	A	Property	3273
712	590	C	Property	3274
590	695	B	Property	3275
590	647	A	Property	3276
639	590	C	Property	3277
590	749	B	Property	3278
761	590	A	Property	3279
973	591	C	Property	3280
848	591	B	Property	3281
591	780	A	Property	3282
611	591	C	Property	3283
649	591	B	Property	3284
788	591	A	Property	3285
992	592	B	Property	3286
592	694	A	Property	3287
592	886	C	Property	3288
592	865	B	Property	3289
624	592	A	Property	3290
970	592	C	Property	3291
710	592	B	Property	3292
592	689	A	Property	3293
593	716	B	Property	3294
622	593	A	Property	3295
622	593	C	Property	3296
829	593	B	Property	3297
593	603	A	Property	3298
972	593	C	Property	3299
671	593	B	Property	3300
593	696	A	Property	3301
594	792	A	Property	3302
952	594	C	Property	3303
594	681	B	Property	3304
594	844	A	Property	3305
595	854	C	Property	3306
595	825	B	Property	3307
595	640	A	Property	3308
596	864	A	Property	3309
597	739	A	Property	3310
597	879	C	Property	3311
985	597	B	Property	3312
597	997	A	Property	3313
629	598	C	Property	3314
941	598	B	Property	3315
598	989	A	Property	3316
598	750	C	Property	3317
598	757	B	Property	3318
598	961	A	Property	3319
599	603	C	Property	3320
599	705	B	Property	3321
599	716	A	Property	3322
882	599	C	Property	3323
692	599	B	Property	3324
734	599	A	Property	3325
841	599	C	Property	3326
599	715	B	Property	3327
970	599	A	Property	3328
674	600	C	Property	3329
995	600	B	Property	3330
923	600	A	Property	3331
600	827	C	Property	3332
600	653	B	Property	3333
783	600	A	Property	3334
621	600	C	Property	3335
675	600	B	Property	3336
600	847	A	Property	3337
900	601	B	Property	3338
948	601	A	Property	3339
601	762	C	Property	3340
771	601	B	Property	3341
612	601	A	Property	3342
992	601	C	Property	3343
601	925	B	Property	3344
886	601	A	Property	3345
602	653	B	Property	3346
691	602	A	Property	3347
875	602	C	Property	3348
954	602	B	Property	3349
865	602	A	Property	3350
713	603	C	Property	3351
603	822	B	Property	3352
603	878	A	Property	3353
695	603	C	Property	3354
603	829	B	Property	3355
729	603	A	Property	3356
603	906	C	Property	3357
994	603	B	Property	3358
942	603	A	Property	3359
604	828	A	Property	3360
682	604	C	Property	3361
604	848	B	Property	3362
604	996	A	Property	3363
790	604	C	Property	3364
885	604	B	Property	3365
604	641	A	Property	3366
604	790	C	Property	3367
604	962	B	Property	3368
604	927	A	Property	3369
722	605	A	Property	3370
606	810	C	Property	3371
885	606	B	Property	3372
776	606	A	Property	3373
607	760	A	Property	3374
607	782	C	Property	3375
607	675	B	Property	3376
607	817	A	Property	3377
897	608	B	Property	3378
608	962	A	Property	3379
855	608	C	Property	3380
608	655	B	Property	3381
608	619	A	Property	3382
642	609	C	Property	3383
609	815	B	Property	3384
951	609	A	Property	3385
959	610	B	Property	3386
621	610	A	Property	3387
610	889	C	Property	3388
610	802	B	Property	3389
610	789	A	Property	3390
645	611	C	Property	3391
796	611	B	Property	3392
611	662	A	Property	3393
878	611	C	Property	3394
933	611	B	Property	3395
611	821	A	Property	3396
611	878	C	Property	3397
611	617	B	Property	3398
611	806	A	Property	3399
666	612	C	Property	3400
759	612	B	Property	3401
612	900	A	Property	3402
612	988	C	Property	3403
612	685	B	Property	3404
612	877	A	Property	3405
612	857	C	Property	3406
612	894	B	Property	3407
821	612	A	Property	3408
613	888	A	Property	3409
614	937	A	Property	3410
714	614	C	Property	3411
816	614	B	Property	3412
701	614	A	Property	3413
615	799	B	Property	3414
615	913	A	Property	3415
875	615	C	Property	3416
948	615	B	Property	3417
857	615	A	Property	3418
906	616	B	Property	3419
991	616	A	Property	3420
856	617	C	Property	3421
617	667	B	Property	3422
726	617	A	Property	3423
777	618	C	Property	3424
618	656	B	Property	3425
618	668	A	Property	3426
619	931	B	Property	3427
619	674	A	Property	3428
619	747	C	Property	3429
619	944	B	Property	3430
619	735	A	Property	3431
705	619	C	Property	3432
770	619	B	Property	3433
949	619	A	Property	3434
620	997	A	Property	3435
964	620	C	Property	3436
620	678	B	Property	3437
620	933	A	Property	3438
620	669	C	Property	3439
878	620	B	Property	3440
620	626	A	Property	3441
620	704	C	Property	3442
620	876	B	Property	3443
620	630	A	Property	3444
760	621	A	Property	3445
643	622	A	Property	3446
622	797	C	Property	3447
786	622	B	Property	3448
649	622	A	Property	3449
622	632	C	Property	3450
908	622	B	Property	3451
622	676	A	Property	3452
622	678	C	Property	3453
622	861	B	Property	3454
622	883	A	Property	3455
708	623	A	Property	3456
623	800	C	Property	3457
623	968	B	Property	3458
623	767	A	Property	3459
623	825	C	Property	3460
623	854	B	Property	3461
623	791	A	Property	3462
898	623	C	Property	3463
966	623	B	Property	3464
942	623	A	Property	3465
988	624	B	Property	3466
624	776	A	Property	3467
625	828	A	Property	3468
919	625	C	Property	3469
625	730	B	Property	3470
625	673	A	Property	3471
788	625	C	Property	3472
911	625	B	Property	3473
625	706	A	Property	3474
626	898	C	Property	3475
626	694	B	Property	3476
649	626	A	Property	3477
626	869	C	Property	3478
950	626	B	Property	3479
626	930	A	Property	3480
627	762	A	Property	3481
628	858	A	Property	3482
629	799	A	Property	3483
949	629	C	Property	3484
722	629	B	Property	3485
629	756	A	Property	3486
629	675	C	Property	3487
816	629	B	Property	3488
629	948	A	Property	3489
629	688	C	Property	3490
629	863	B	Property	3491
629	960	A	Property	3492
630	876	B	Property	3493
962	630	A	Property	3494
929	631	A	Property	3495
632	708	C	Property	3496
712	632	B	Property	3497
632	954	A	Property	3498
734	633	B	Property	3499
633	988	A	Property	3500
633	697	C	Property	3501
633	770	B	Property	3502
641	633	A	Property	3503
931	633	C	Property	3504
633	870	B	Property	3505
633	774	A	Property	3506
799	634	B	Property	3507
634	765	A	Property	3508
635	822	B	Property	3509
670	635	A	Property	3510
927	635	C	Property	3511
986	635	B	Property	3512
857	635	A	Property	3513
636	680	C	Property	3514
695	636	B	Property	3515
636	717	A	Property	3516
636	979	C	Property	3517
636	991	B	Property	3518
814	636	A	Property	3519
693	636	C	Property	3520
636	897	B	Property	3521
636	778	A	Property	3522
766	637	A	Property	3523
709	638	C	Property	3524
638	874	B	Property	3525
638	956	A	Property	3526
694	638	C	Property	3527
665	638	B	Property	3528
690	638	A	Property	3529
985	639	A	Property	3530
928	639	C	Property	3531
862	639	B	Property	3532
639	772	A	Property	3533
639	970	C	Property	3534
639	670	B	Property	3535
639	710	A	Property	3536
895	639	C	Property	3537
639	876	B	Property	3538
769	639	A	Property	3539
640	682	C	Property	3540
809	640	B	Property	3541
914	640	A	Property	3542
865	641	C	Property	3543
641	865	B	Property	3544
641	739	A	Property	3545
642	690	A	Property	3546
876	642	C	Property	3547
642	954	B	Property	3548
642	849	A	Property	3549
879	642	C	Property	3550
665	642	B	Property	3551
688	642	A	Property	3552
716	643	A	Property	3553
928	643	C	Property	3554
643	784	B	Property	3555
677	643	A	Property	3556
681	643	C	Property	3557
666	643	B	Property	3558
643	674	A	Property	3559
643	859	C	Property	3560
720	643	B	Property	3561
643	695	A	Property	3562
644	910	A	Property	3563
938	644	C	Property	3564
644	847	B	Property	3565
944	644	A	Property	3566
644	734	C	Property	3567
644	875	B	Property	3568
644	860	A	Property	3569
949	645	A	Property	3570
646	740	B	Property	3571
883	646	A	Property	3572
981	647	C	Property	3573
766	647	B	Property	3574
647	776	A	Property	3575
647	727	C	Property	3576
